Document Title,Authors,Author Affiliations,Publication Title,Publication Year,Venue Key,Venue Rank,IC Domain,Abstract,DOI,PDF Link,Source URL,IEEE Article Number,Quality Score,Collection Method,Download Status,Article Citation Count
A 2.25 TOPS/W Fully-Integrated Deep CNN Learning Processor with On-Chip Training,Cheng-Hsun Lu; Yi-Chung Wu; Chia-Hsiang Yang,,2019 IEEE Asian Solid-State Circuits Conference (A-SSCC),2019,ASSCC,A,Digital IC & Architecture,,10.1109/a-sscc47793.2019.9056967,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9056967,https://doi.org/10.1109/a-sscc47793.2019.9056967,9056967,90,crossref_venue_year:2019,publisher_pdf_requires_session,24
A 2.4-GHz 500-µW 370-fs rms Integrated Jitter Sub-Sampling Sub-Harmonically Injection-Locked PLL in 90-nm CMOS,Chun-Yu Lin; Yu-Ting Hung; Tsung-Hsien Lin,,2019 IEEE Asian Solid-State Circuits Conference (A-SSCC),2019,ASSCC,A,Clocking & Frequency Generation,,10.1109/a-sscc47793.2019.9056964,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9056964,https://doi.org/10.1109/a-sscc47793.2019.9056964,9056964,99.4,crossref_venue_year:2019,publisher_pdf_requires_session,9
A 2.666GT/s 128GB/s 14nm Memory I/O with Jitter and Crosstalk Cancellation,Harry Muljono; Kathy Peng; Linda Sun; Isaac Abraham; Charlie Lin; Yanjie Zhu; Chunrong Song,,2019 IEEE Asian Solid-State Circuits Conference (A-SSCC),2019,ASSCC,A,Clocking & Frequency Generation,,10.1109/a-sscc47793.2019.9056976,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9056976,https://doi.org/10.1109/a-sscc47793.2019.9056976,9056976,89.3,crossref_venue_year:2019,publisher_pdf_requires_session,5
A 20-GHz Ultra-Low-Power LNA Using gm-Boosted and Current-Reuse Techniques in 65-nm CMOS for Satellite Communication Terminals,Jiajun Zhang; Dixian Zhao,,2019 IEEE Asian Solid-State Circuits Conference (A-SSCC),2019,ASSCC,A,Power Management,,10.1109/a-sscc47793.2019.9056979,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9056979,https://doi.org/10.1109/a-sscc47793.2019.9056979,9056979,89.4,crossref_venue_year:2019,publisher_pdf_requires_session,8
A 200-MHz Wide Input Range CMOS Passive Rectifier with Active Bias Tunning,Xiaofei Li; Fangyu Mao; Pyungwoo Yeon; Yan Lu; Maysam Ghovanloo; Rui P. Martins,,2019 IEEE Asian Solid-State Circuits Conference (A-SSCC),2019,ASSCC,A,Analog & Mixed-Signal,,10.1109/a-sscc47793.2019.9056981,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9056981,https://doi.org/10.1109/a-sscc47793.2019.9056981,9056981,89.1,crossref_venue_year:2019,publisher_pdf_requires_session,1
A 23-mW 60-GHz Differential Sub-Sampling PLL with an NMOS-Only Differential-Inductively-Tuned VCO,Bingwei Jiang; Howard C. Luong,,2019 IEEE Asian Solid-State Circuits Conference (A-SSCC),2019,ASSCC,A,Clocking & Frequency Generation,,10.1109/a-sscc47793.2019.9056968,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9056968,https://doi.org/10.1109/a-sscc47793.2019.9056968,9056968,99.2,crossref_venue_year:2019,publisher_pdf_requires_session,3
A 24 kb Single-Well Mixed 3T Gain-Cell eDRAM with Body-Bias in 28 nm FD-SOI for Refresh-Free DSP Applications,Jonathan Narinx; Robert Giterman; Andrea Bonetti; Nicolas Frigerio; Cosimo Aprile; Andreas Burg; Yusuf Leblebici,,2019 IEEE Asian Solid-State Circuits Conference (A-SSCC),2019,ASSCC,A,Analog & Mixed-Signal,,10.1109/a-sscc47793.2019.9056985,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9056985,https://doi.org/10.1109/a-sscc47793.2019.9056985,9056985,89.6,crossref_venue_year:2019,publisher_pdf_requires_session,15
A 265μW Continuous-Time 1–2 MASH ADC Achieving 100.6 dB SNDR in a 24 kHz Bandwidth,Sujith Billa; Suhas Dixit; Shanthi Pavan,,2019 IEEE Asian Solid-State Circuits Conference (A-SSCC),2019,ASSCC,A,Analog & Mixed-Signal,,10.1109/a-sscc47793.2019.9056938,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9056938,https://doi.org/10.1109/a-sscc47793.2019.9056938,9056938,99.1,crossref_venue_year:2019,publisher_pdf_requires_session,1
A 28-GHz Compact SPDT Switch Using LC-Based Spiral Transmission Lines in 65-nm CMOS,Xiangyu Meng; Zhenpeng Zheng; Jiaqi Zhang; Patrick Yue,,2019 IEEE Asian Solid-State Circuits Conference (A-SSCC),2019,ASSCC,A,General IC,,10.1109/a-sscc47793.2019.9056909,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9056909,https://doi.org/10.1109/a-sscc47793.2019.9056909,9056909,99.1,crossref_venue_year:2019,publisher_pdf_requires_session,2
A 28nm 512Kb adjacent 2T2R RRAM PUF with interleaved cell mirroring and self-adaptive splitting for extremely low bit error rate of cryptographic key,Xiaoyong Xue; Jianguo Yang; Yuejun Zhang; Mingyu Wang; Hangbing Lv; Xiaoyang Zeng; Ming Liu,,2019 IEEE Asian Solid-State Circuits Conference (A-SSCC),2019,ASSCC,A,Digital IC & Architecture,,10.1109/a-sscc47793.2019.9056893,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9056893,https://doi.org/10.1109/a-sscc47793.2019.9056893,9056893,89.7,crossref_venue_year:2019,publisher_pdf_requires_session,16
A 28nm fully digital voltage monitor with 16.5uV/°C accuracy and 0.8mV quantized error from -40 to 160°C for ISO26262 ASIL-D capable MCU,Toshifumi Uemura; Yuko Kitaji; Kazuki Fukuoka,,2019 IEEE Asian Solid-State Circuits Conference (A-SSCC),2019,ASSCC,A,General IC,,10.1109/a-sscc47793.2019.9056911,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9056911,https://doi.org/10.1109/a-sscc47793.2019.9056911,9056911,89.1,crossref_venue_year:2019,publisher_pdf_requires_session,1
A 2Mbps sub-100µW Crystal-less RF Transmitter with Energy Harvesting for Multi-Channel Neural Signal Acquisition,Heng Huang; Milin Zhang; Guolin Li; Zhihua Wang,,2019 IEEE Asian Solid-State Circuits Conference (A-SSCC),2019,ASSCC,A,RF/mmWave & Wireline,,10.1109/a-sscc47793.2019.9056977,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9056977,https://doi.org/10.1109/a-sscc47793.2019.9056977,9056977,99.3,crossref_venue_year:2019,publisher_pdf_requires_session,5
A 32-Gb/s 0.46-pJ/bit PAM4 CDR Using a Quarter-Rate Linear Phase Detector and a Low-Power Multiphase Clock Generator,Zhao Zhang; Guang Zhu; Can Wang; Li Wang; C. Patrick Yue,,2019 IEEE Asian Solid-State Circuits Conference (A-SSCC),2019,ASSCC,A,RF/mmWave & Wireline,,10.1109/a-sscc47793.2019.9056913,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9056913,https://doi.org/10.1109/a-sscc47793.2019.9056913,9056913,89.1,crossref_venue_year:2019,publisher_pdf_requires_session,2
A 360–456 MHz PLL frequency synthesizer with digitally controlled charge pump leakage calibration,Peilin Yang; Yanshu Guo; Hanjun Jiang; Zhihua Wang,,2019 IEEE Asian Solid-State Circuits Conference (A-SSCC),2019,ASSCC,A,Clocking & Frequency Generation,,10.1109/a-sscc47793.2019.9056900,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9056900,https://doi.org/10.1109/a-sscc47793.2019.9056900,9056900,99.2,crossref_venue_year:2019,publisher_pdf_requires_session,3
A 4-GHz Sub-harmonically Injection-Locked Phase-Locked Loop with Self-Calibrated Injection Timing and Pulsewidth,Xuefan Jin; Dong-Seok Kang; Youngjun Ko; Kee-Won Kwon; Jung-Hoon Chun,,2019 IEEE Asian Solid-State Circuits Conference (A-SSCC),2019,ASSCC,A,General IC,,10.1109/a-sscc47793.2019.9056966,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9056966,https://doi.org/10.1109/a-sscc47793.2019.9056966,9056966,89.1,crossref_venue_year:2019,publisher_pdf_requires_session,1
A 4-Mbps 41-pJ/bit On-off Keying Transceiver for Body-channel Communication with Enhanced Auto Loss Compensation Technique,Jian Zhao; Jingna Mao; Wenyu Sun; Yuxuan Huang; Yixiong Yang; Huazhong Yang; Yongpan Liu,,2019 IEEE Asian Solid-State Circuits Conference (A-SSCC),2019,ASSCC,A,RF/mmWave & Wireline,,10.1109/a-sscc47793.2019.9056946,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9056946,https://doi.org/10.1109/a-sscc47793.2019.9056946,9056946,89.7,crossref_venue_year:2019,publisher_pdf_requires_session,16
A 4.8pJ/b 56Gb/s ADC-Based PAM-4 Wireline Receiver Data-Path with Cyclic Prefix in 14nm FinFET,Gain Kim; Lukas Kull; Danny Luu; Matthias Braendli; Christian Menolfi; Pier-Andrea Francese; Hazar Yueksel; Cosimo Aprile; Thomas Morf; Marcel Kossel; Alessandro Cevrero; Ilter Ozkaya; Hyeon-Min Bae; Andreas Burg; Thomas Toifl; Yusuf Leblebici,,2019 IEEE Asian Solid-State Circuits Conference (A-SSCC),2019,ASSCC,A,RF/mmWave & Wireline,,10.1109/a-sscc47793.2019.9056940,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9056940,https://doi.org/10.1109/a-sscc47793.2019.9056940,9056940,109.5,crossref_venue_year:2019,publisher_pdf_requires_session,10
A 45nm 76-81GHz CMOS Radar Receiver for Automotive Applications,Debapriya Sahu; Rittu Sachdev-Singh; Harikrishna Parthasarathy; Rohit Chatterjee; Brian Ginsburg; Daniel Breen; Karan Bhatia; Sudhir Polarouthu; Vimal Edayath; Bhupendra Sharma; Meghna Agarwal; Karthik Subburaj; Anjan Prasad; Shankar Ram; Cathy Chi; Ross Kulak; Vijay Rentala; Neeraj Nayak,,2019 IEEE Asian Solid-State Circuits Conference (A-SSCC),2019,ASSCC,A,RF/mmWave & Wireline,,10.1109/a-sscc47793.2019.9056907,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9056907,https://doi.org/10.1109/a-sscc47793.2019.9056907,9056907,89.5,crossref_venue_year:2019,publisher_pdf_requires_session,10
A 47.4µJ/epoch Trainable Deep Convolutional Neural Network Accelerator for In-Situ Personalization on Smart Devices,Seungkyu Choi; Jaehyeong Sim; Myeonggu Kang; Yeongjae Choi; Hyeonuk Kim; Lee-Sup Kim,,2019 IEEE Asian Solid-State Circuits Conference (A-SSCC),2019,ASSCC,A,Digital IC & Architecture,,10.1109/a-sscc47793.2019.9056972,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9056972,https://doi.org/10.1109/a-sscc47793.2019.9056972,9056972,89.2,crossref_venue_year:2019,publisher_pdf_requires_session,3
A 54% Power-Saving Static Fully-Interruptible Single-Phase-Clocked Shared-Keeper Flip-Flop in 14nm CMOS,Amit Agarwal; Steven Hsu; Monodeep Kar; Mark Anders; Himanshu Kaul; Raghavan Kumar; Vikram Suresh; Sanu Mathew; Ram Krishnamurthy; Vivek De,,2019 IEEE Asian Solid-State Circuits Conference (A-SSCC),2019,ASSCC,A,General IC,,10.1109/a-sscc47793.2019.9056939,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9056939,https://doi.org/10.1109/a-sscc47793.2019.9056939,9056939,99.1,crossref_venue_year:2019,publisher_pdf_requires_session,1
A 55nm 1-to-8 bit Configurable 6T SRAM based Computing-in-Memory Unit-Macro for CNN-based AI Edge Processors,Zhixiao Zhang; Jia-Jing Chen; Xin Si; Yung-Ning Tu; Jian-Wei Su; Wei-Hsing Huang; Jing-Hong Wang; Wei-Chen Wei; Yen-Cheng Chiu; Je-Min Hong; Shyh-Shyuan Sheu; Sih-Han Li; Ren-Shuo Liu; Chih-Cheng Hsieh; Kea-Tiong Tang; Meng-Fan Chang,,2019 IEEE Asian Solid-State Circuits Conference (A-SSCC),2019,ASSCC,A,Memory & Compute-in-Memory,,10.1109/a-sscc47793.2019.9056933,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9056933,https://doi.org/10.1109/a-sscc47793.2019.9056933,9056933,119.9,crossref_venue_year:2019,publisher_pdf_requires_session,20
A 68 dB SNDR Compiled Noise-Shaping SAR ADC With On-Chip CDAC Calibration,Harald Garvik; Carsten Wulff; Trond Ytterdal,,2019 IEEE Asian Solid-State Circuits Conference (A-SSCC),2019,ASSCC,A,Analog & Mixed-Signal,,10.1109/a-sscc47793.2019.9056925,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9056925,https://doi.org/10.1109/a-sscc47793.2019.9056925,9056925,109.2,crossref_venue_year:2019,publisher_pdf_requires_session,3
"A 69.3% Efficiency, 6.78-MHz Wireless Power Delivery System with 0X/1X Regulating Rectifier and Reconfigurable Power Amplifier",Jonathan Fuh; Fu-Bin Yang; Po-Hung Chen,,2019 IEEE Asian Solid-State Circuits Conference (A-SSCC),2019,ASSCC,A,Analog & Mixed-Signal,,10.1109/a-sscc47793.2019.9056928,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9056928,https://doi.org/10.1109/a-sscc47793.2019.9056928,9056928,89.2,crossref_venue_year:2019,publisher_pdf_requires_session,4
A 7.5 - 42V Input High-VCR Monolithic DC-DC Converter Using Stacked Isolated SC Cores,Elly De Pelecijn; Michiel Steyaert,,2019 IEEE Asian Solid-State Circuits Conference (A-SSCC),2019,ASSCC,A,Power Management,,10.1109/a-sscc47793.2019.9056912,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9056912,https://doi.org/10.1109/a-sscc47793.2019.9056912,9056912,89.1,crossref_venue_year:2019,publisher_pdf_requires_session,1
A 9.4MHz-to-2.4GHz Jitter-Power Reconfigurable Fractional-N Ring PLL for Multi-Standard Applications in 7nm FinFET CMOS Technology,Sangdon Jung; Jaehong Jung; Byungki Han; Seunghyun Oh; Jongwoo Lee,,2019 IEEE Asian Solid-State Circuits Conference (A-SSCC),2019,ASSCC,A,Clocking & Frequency Generation,,10.1109/a-sscc47793.2019.9056931,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9056931,https://doi.org/10.1109/a-sscc47793.2019.9056931,9056931,99.6,crossref_venue_year:2019,publisher_pdf_requires_session,14
A 918MHz Wide-Range CMOS Rectifier with Diode-Feeding and Switch-Capacitor-Based Load Modulation Technique,Chen-Yi Kuo; Chun-An Lu; Yu-Te Liao,,2019 IEEE Asian Solid-State Circuits Conference (A-SSCC),2019,ASSCC,A,General IC,,10.1109/a-sscc47793.2019.9056930,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9056930,https://doi.org/10.1109/a-sscc47793.2019.9056930,9056930,99.3,crossref_venue_year:2019,publisher_pdf_requires_session,7
A Blocker-Tolerant Direct Sampling Receiver for Wireless Multi-Channel Communication in 14nm FinFET CMOS,Barosaim Sung; Chilun Lo; Jaehoon Lee; Sangdon Jung; Seungjin Kim; Jaehong Jung; Seungyong Bae; Youngsea Cho; Yong Lim; Dooseok Choi; Myeongcheol Shin; Soonwoo Choi; Byungki Han; Seunghyun Oh; Jongwoo Lee,,2019 IEEE Asian Solid-State Circuits Conference (A-SSCC),2019,ASSCC,A,RF/mmWave & Wireline,,10.1109/a-sscc47793.2019.9056898,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9056898,https://doi.org/10.1109/a-sscc47793.2019.9056898,9056898,89.2,crossref_venue_year:2019,publisher_pdf_requires_session,3
A CMOS Switched-Capacitor Boost Mode Envelope Tracking Regulator with 4% Efficiency Improvement at 7.7dB PAPR for 20MHz LTE Envelope Tracking RF Power Amplifiers,Neha Kumari; Shang-Hsien Yang; Ke-Horng Chen; Ying-Hsi Lin; Shian-Ru Lin; Tsung-Yen Tsai,,2019 IEEE Asian Solid-State Circuits Conference (A-SSCC),2019,ASSCC,A,RF/mmWave & Wireline,,10.1109/a-sscc47793.2019.9056959,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9056959,https://doi.org/10.1109/a-sscc47793.2019.9056959,9056959,99.4,crossref_venue_year:2019,publisher_pdf_requires_session,8
A Conversion-Ratio-Insensitive High Efficiency Soft-Charging-Based SC DC-DC Boost Converter for Energy Harvesting in Miniature Sensor Systems,Junyoung Park; Hyungmin Gi; Seungchul Jung; Sang Joon Kim; Yoonmyung Lee,,2019 IEEE Asian Solid-State Circuits Conference (A-SSCC),2019,ASSCC,A,Power Management,,10.1109/a-sscc47793.2019.9056921,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9056921,https://doi.org/10.1109/a-sscc47793.2019.9056921,9056921,109.1,crossref_venue_year:2019,publisher_pdf_requires_session,2
A Cost Effective Test Screening Circuit for embedded SRAM with Resume Standby on 110-nm SoC/MCU,Yoshisato Yokoyama; Kenji Goto; Tomohiro Miura; Yukari Ouchi; Daisuke Nakamura; Jiro Ishikawa; Shunya Nagata; Yoshiki Tsujihashi; Yuichiro Ishii,,2019 IEEE Asian Solid-State Circuits Conference (A-SSCC),2019,ASSCC,A,Digital IC & Architecture,,10.1109/a-sscc47793.2019.9056978,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9056978,https://doi.org/10.1109/a-sscc47793.2019.9056978,9056978,89.1,crossref_venue_year:2019,publisher_pdf_requires_session,0
A DC-43.5 GHz CMOS Switched-Type Attenuator with Capacitive Compensation Technique,Peng Gu; Dixian Zhao,,2019 IEEE Asian Solid-State Circuits Conference (A-SSCC),2019,ASSCC,A,General IC,,10.1109/a-sscc47793.2019.9056896,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9056896,https://doi.org/10.1109/a-sscc47793.2019.9056896,9056896,99.4,crossref_venue_year:2019,publisher_pdf_requires_session,8
A DCM ZVS Class-D Power Amplifier for Wireless Power Transfer Applications,Xinyuan Ge; Lin Cheng; Wing-Hung Ki,,2019 IEEE Asian Solid-State Circuits Conference (A-SSCC),2019,ASSCC,A,Analog & Mixed-Signal,,10.1109/a-sscc47793.2019.9056956,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9056956,https://doi.org/10.1109/a-sscc47793.2019.9056956,9056956,89.4,crossref_venue_year:2019,publisher_pdf_requires_session,8
A Digitally-Calibrated 70.98dB-SNDR 625kHz-Bandwidth Temperature-Tolerant 2 nd -order Noise-Shaping SAR ADC in 65nm CMOS,Jae Sik Yoon; Jiyoon Hong; Jintae Kim,,2019 IEEE Asian Solid-State Circuits Conference (A-SSCC),2019,ASSCC,A,Analog & Mixed-Signal,,10.1109/a-sscc47793.2019.9056963,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9056963,https://doi.org/10.1109/a-sscc47793.2019.9056963,9056963,99.4,crossref_venue_year:2019,publisher_pdf_requires_session,9
A Fully Integrated 27.5-30.5 GHz 8-Element Phased-Array Transmit Front-end Module in 65 nm CMOS,An'an Li; Yingtao Ding; Zipeng Chen; Wei Wang; Sijia Jiang; Shiyan Sun; Zhiming Chen; Baoyong Chi,,2019 IEEE Asian Solid-State Circuits Conference (A-SSCC),2019,ASSCC,A,RF/mmWave & Wireline,,10.1109/a-sscc47793.2019.9056973,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9056973,https://doi.org/10.1109/a-sscc47793.2019.9056973,9056973,89.5,crossref_venue_year:2019,publisher_pdf_requires_session,10
A High DR High-Input-Impedance Programmable-Gain ECG Acquisition Interface with Non-inverting Continuous Time Sigma-Delta Modulator,Junhao Liang; Sai-Weng Sin; U. Seng-Pan; Franco Maloberti; R.P. Martins; Hanjun Jiang,,2019 IEEE Asian Solid-State Circuits Conference (A-SSCC),2019,ASSCC,A,Analog & Mixed-Signal,,10.1109/a-sscc47793.2019.9056891,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9056891,https://doi.org/10.1109/a-sscc47793.2019.9056891,9056891,89.4,crossref_venue_year:2019,publisher_pdf_requires_session,9
A High-Performance Low Complexity All-Digital Fractional Clock Multiplier,Nahla T. Abou-El-Kheir; Ralph D. Mason; Mingze Li; M.C.E. Yagoub,,2019 IEEE Asian Solid-State Circuits Conference (A-SSCC),2019,ASSCC,A,RF/mmWave & Wireline,,10.1109/a-sscc47793.2019.9056905,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9056905,https://doi.org/10.1109/a-sscc47793.2019.9056905,9056905,89.1,crossref_venue_year:2019,publisher_pdf_requires_session,0
A Ka-Band CMOS Phase-Inverting Amplifier with 0.6 dB Gain Error and 2.5° Phase Error,Chenyu Xu; Dixian Zhao,,2019 IEEE Asian Solid-State Circuits Conference (A-SSCC),2019,ASSCC,A,Analog & Mixed-Signal,,10.1109/a-sscc47793.2019.9056917,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9056917,https://doi.org/10.1109/a-sscc47793.2019.9056917,9056917,89.2,crossref_venue_year:2019,publisher_pdf_requires_session,4
A Low-Noise Sub-Bandgap Reference with a ±0.64% Untrimmed Precision in 16nm FinFET,Matthias Eberlein; Harald Pretl,,2019 IEEE Asian Solid-State Circuits Conference (A-SSCC),2019,ASSCC,A,Analog & Mixed-Signal,,10.1109/a-sscc47793.2019.9056942,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9056942,https://doi.org/10.1109/a-sscc47793.2019.9056942,9056942,99.2,crossref_venue_year:2019,publisher_pdf_requires_session,4
A Maximum-Eye-Tracking CDR with Biased Data-Level and Eye Slope Detector for Optimal Timing Adaptation,Hye-Yoon Joo; Deog-Kyoon Jeong,,2019 IEEE Asian Solid-State Circuits Conference (A-SSCC),2019,ASSCC,A,Analog & Mixed-Signal,,10.1109/a-sscc47793.2019.9056953,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9056953,https://doi.org/10.1109/a-sscc47793.2019.9056953,9056953,89.2,crossref_venue_year:2019,publisher_pdf_requires_session,3
A Millimeter Wave Digital CMOS Baseband Transceiver for Wireless LAN Applications,Kang-Lun Chiu; Hsun-Wei Chan; Wei-Che Lee; Chang-Ting Wu; Henry Lopez; Hung-Chih Liu; Meng-Yuan Huang; Chun-Yi Liu; Tsai-Hua Lee; Hsin-Ting Chang; Chih-Wei Jen; Nien-Hsiang Chang; Pei-Yun Tsai; Yen-Cheng Kuan; Shyh-Jye Jou,,2019 IEEE Asian Solid-State Circuits Conference (A-SSCC),2019,ASSCC,A,RF/mmWave & Wireline,,10.1109/a-sscc47793.2019.9056920,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9056920,https://doi.org/10.1109/a-sscc47793.2019.9056920,9056920,89.2,crossref_venue_year:2019,publisher_pdf_requires_session,4
A Multi-Slice VCO-based Quantizer for On-Chip Power Supply Noise Analysis Achieving 0.11 (mV) 2 /sqrt(MHz) Noise Floor,Pengfei Zhai; Xiong Zhou; Yan Cai; Zheng Zhu; Fan Zhang; Zixiao Lin; Qiang Li,,2019 IEEE Asian Solid-State Circuits Conference (A-SSCC),2019,ASSCC,A,Clocking & Frequency Generation,,10.1109/a-sscc47793.2019.9056960,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9056960,https://doi.org/10.1109/a-sscc47793.2019.9056960,9056960,89.1,crossref_venue_year:2019,publisher_pdf_requires_session,2
A Packaged Fully Digital 390GHz Harmonic Outphasing Transmitter in 28nm CMOS,Alexander Standaert; Patrick Reynaert,,2019 IEEE Asian Solid-State Circuits Conference (A-SSCC),2019,ASSCC,A,RF/mmWave & Wireline,,10.1109/a-sscc47793.2019.9056947,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9056947,https://doi.org/10.1109/a-sscc47793.2019.9056947,9056947,89.1,crossref_venue_year:2019,publisher_pdf_requires_session,1
